index,budget,popularity,revenue,runtime,vote_average,vote_count,original_title,keywords,genres,original_language,production_companies,cast,Director,Producer,Writer,Editor,soup
3727,0,7.217328,0,124.0,6.5,63,Snabba Cash,['consignment'],"['drama', 'thriller', 'crime']",sv,"['Tre Vänner Produktion AB', 'Swedish Film Institute', 'Film i Väst']",[],['danielespinosa'],['Fredrik Wikström'],"['Hassan Loo Sattarvandi', 'Fredrik Wikström']",['Theis Schmidt'],consignment  danielespinosa drama thriller crime
3728,8000000,12.439495,41400000,101.0,7.1,111,Whale Rider,"['womandirector', 'lossofmother', 'becominganadult']","['drama', 'family']",en,['South Pacific Pictures'],[],['nikicaro'],"['Frank Hübner', 'John Barnett', 'Tim Sanders']",[],['David Coulson'],womandirector lossofmother becominganadult  nikicaro drama family
3729,3250000,2.126139,0,133.0,6.6,19,Paa,[],"['drama', 'family', 'foreign']",en,['A B Corp'],[],[],"['Amitabh Bachchan', 'Abhishek Bachchan']",[],[],   drama family foreign
3730,0,10.142218,0,120.0,5.9,140,Cargo,"['suspense', 'spacetravel', 'spaceship']","['thriller', 'sciencefiction', 'mystery']",de,"['Telepool', 'Atlantis Pictures', 'Schweizerische Radio- und Fernsehgesellschaft (SRG)', 'Ascot Elite Entertainment Group', 'Egli Film', 'Teleclub AG', 'Centauri Media']",[],"['ralphetter', 'ivanengler']",['Marcel Wolfisberg'],[],"['Timo Fritsche', 'Bastian Ahrens', 'Ivan Engler']",suspense spacetravel spaceship  ralphetter ivanengler thriller sciencefiction mystery
3731,4200000,16.536374,0,98.0,6.1,1000,High School Musical,"['musical', 'teenager', 'highschool']","['drama', 'comedy', 'family']",en,['Disney Channel'],[],['kennyortega'],['Don Schain'],[],['Seth Flaum'],musical teenager highschool  kennyortega drama comedy family
3732,0,0.933891,0,93.0,6.9,11,Love and Death on Long Island,"['love', 'obsession', 'actor']","['drama', 'romance', 'foreign']",en,"['Arts Council of England', 'British Broadcasting Corporation (BBC)', 'British Screen Productions']",[],['richardkwietniowski'],[],['Richard Kwietniowski'],[],love obsession actor  richardkwietniowski drama romance foreign
3733,4200000,12.540624,32000000,114.0,6.3,210,Ночной дозор,"['airplane', 'blood', 'fight']","['thriller', 'action', 'fantasy']",ru,"['Bazelevs Production', 'Channel One Russia', 'TABBAK', 'The First Channel']",[],['timurbekmambetov'],['Anatoly Maksimov'],['Timur Bekmambetov'],['Dmitriy Kiselev'],airplane blood fight  timurbekmambetov thriller action fantasy
3734,3705538,8.839651,62548947,112.0,6.9,176,The Crying Game,"['gay', ""loveofone'slife"", 'soldier']","['drama', 'thriller', 'romance']",en,"['Miramax Films', 'Channel Four Films', 'Palace Pictures', 'Nippon Film Development and Finance Inc.', 'Eurotrustees', 'British Screen Productions']",[],['neiljordan'],['Stephen Woolley'],[],['Kant Pan'],gay loveofone'slife soldier  neiljordan drama thriller romance
3735,4000000,12.891276,125728258,94.0,6.1,183,Porky's,"['duringcreditsstinger', 'sex', 'teenager']",['comedy'],en,"['Melvin Simon Productions', 'Astral Bellevue Pathé']",[],['bobclark'],"['Bob Clark', 'Don Carmody']",['Bob Clark'],['Stan Cole'],duringcreditsstinger sex teenager  bobclark comedy
3736,4000000,10.789912,0,90.0,4.6,116,Survival of the Dead,['zombie'],"['sciencefiction', 'horror']",en,"['Devonshire Productions', 'Artfire Films', 'New Romero', 'Sudden Storm Productions', 'Blank of the Dead Productions']",[],['georgea.romero'],['Paula Devonshire'],[],['Michael Doherty'],zombie  georgea.romero sciencefiction horror
3737,114000,25.666029,30000000,96.0,7.5,580,Night of the Living Dead,"['zombie', 'brothersisterrelationship', 'gun']",['horror'],en,"['Laurel Group', 'Off Color Films', 'Image Ten', 'Market Square Productions']",[],['georgea.romero'],"['Karl Hardman', 'Russell Streiner']",[],['George A. Romero'],zombie brothersisterrelationship gun  georgea.romero horror
3738,4000000,45.66662,119723856,102.0,7.3,1895,Lost in Translation,"['womandirector', 'aftercreditsstinger', 'cultureclash']",['drama'],en,['American Zoetrope'],[],['sofiacoppola'],"['Francis Ford Coppola', 'Sofia Coppola', 'Ross Katz']",[],['Sarah Flack'],womandirector aftercreditsstinger cultureclash  sofiacoppola drama
3739,4000000,35.892034,38251425,93.0,7.8,1010,Annie Hall,"['love', 'singer', 'narration']","['drama', 'comedy', 'romance']",en,['United Artists'],[],['woodyallen'],"['Jack Rollins', 'Fred T. Gallo', 'Charles H. Joffe']",[],"['Wendy Greene Bricmont', 'Ralph Rosenblum']",love singer narration  woodyallen drama comedy romance
3740,4000000,8.988455,36000000,152.0,6.6,50,The Greatest Show on Earth,"['circus', 'travellingcircus']","['drama', 'action', 'romance']",en,['Paramount Pictures'],[],['cecilb.demille'],[],"['Fredric M. Frank', 'Theodore St. John']",[],circus travellingcircus  cecilb.demille drama action romance
3741,4000000,14.042041,44909486,111.0,6.5,250,Monster's Ball,"['independentfilm', 'newlove', 'parentskidsrelationship']","['drama', 'romance']",en,"['Lions Gate Films', 'Lee Daniels Entertainment']",[],['marcforster'],['Lee Daniels'],[],['Matt Chesse'],independentfilm newlove parentskidsrelationship  marcforster drama romance
3742,4000000,40.016306,187112,95.0,5.2,593,Maggie,"['dystopia', 'zombie', 'post-apocalyptic']",['horror'],en,"['Lionsgate', 'Grindstone Entertainment Group', 'Silver Reel', 'Sly Predator', 'Matt Baer Films', 'Gold Star Films', 'Lotus Entertainment (I)']",[],['henryhobson'],"['Matthew Baer', 'Arnold Schwarzenegger', 'Bill Johnson', 'Pierre-Ange Le Pogam', 'Colin Bates', 'Trevor Kaufman', 'Joey Tufaro', 'Ara Keshishian']",['John Scott 3'],['Jane Rizzo'],dystopia zombie post-apocalyptic  henryhobson horror
3743,3600000,22.030517,49800000,112.0,7.1,360,Leaving Las Vegas,"['losangeles', 'dyinganddeath', 'prostitute']","['drama', 'romance']",en,"['United Artists', 'Intial Productions']",[],['mikefiggis'],"['Annie Stewart', 'Lila Cazès']",[],['John Smith'],losangeles dyinganddeath prostitute  mikefiggis drama romance
3744,4500000,2.503612,0,86.0,4.8,67,Hansel and Gretel Get Baked,"['witch', 'marijuana', 'cannibalism']","['comedy', 'horror']",en,['Tribeca Productions'],[],['duanejourney'],[],['David Tillman'],[],witch marijuana cannibalism  duanejourney comedy horror
3745,4000000,4.117968,0,105.0,6.9,68,The Front Page,"['journalist', 'chicago', 'marriageproposal']","['drama', 'comedy', 'romance']",en,['Universal Studios'],[],['billywilder'],['Paul Monash'],[],['Ralph E. Winters'],journalist chicago marriageproposal  billywilder drama comedy romance
3746,4000000,24.161735,52425855,91.0,4.1,1022,The Boy Next Door,"['violence', 'sex', 'losangeles']",['thriller'],en,"['Universal Pictures', 'Nuyorican Productions', 'Blumhouse Productions', 'Smart Entertainment']",[],['robcohen'],"['Jason Blum', 'Elaine Goldsmith-Thomas', 'John Jacobs', 'Jennifer Lopez']",[],['Michel Aller'],violence sex losangeles  robcohen thriller
3747,4000000,1.379354,14400000,105.0,6.4,22,Trapeze,"['circus', 'trapezeartist']",['drama'],en,['Joanna Productions'],[],['carolreed'],['James Hill'],"['Ben Hecht', 'Wolf Mankowitz']",[],circus trapezeartist  carolreed drama
3748,3500000,15.338211,34705850,106.0,6.5,506,The Kids Are All Right,"['womandirector', 'motorcycle', 'lesbian']","['drama', 'comedy']",en,"['Mandalay Vision', '10th Hole Productions', 'Focus Features', 'Gilbert Films', 'Saint Aire Production', 'Artist International', 'Antidote Films (I)', 'Artist International Management']",[],['lisacholodenko'],"['Jordan Horowitz', 'Jeffrey Kusama-Hinte', 'Daniela Taplin Lundberg', 'Phillippe Hellmann', 'Gary Gilbert', 'Celine Rattray']",[],['Jeffrey M. Werner'],womandirector motorcycle lesbian  lisacholodenko drama comedy
3749,4000000,29.852608,13008928,94.0,7.1,550,They Live,"['dystopia', 'alieninvasion', 'sunglasses']","['thriller', 'action', 'sciencefiction']",en,"['Universal Pictures', 'Alive Films', 'Larry Franco Productions']",[],['johncarpenter'],['Larry J. Franco'],[],"['Frank E. Jimenez', 'Gib Jaffe']",dystopia alieninvasion sunglasses  johncarpenter thriller action sciencefiction
3750,4000000,35.061467,11744471,172.0,7.8,717,The Great Escape,"['basedonnovel', 'worldwarii', 'escape']","['drama', 'thriller', 'adventure']",en,"['United Artists', 'The Mirisch Corporation']",[],['johnsturges'],"['James Clavell', 'John Sturges']",[],['Ferris Webster'],basedonnovel worldwarii escape  johnsturges drama thriller adventure
3751,0,7.288352,10000000,109.0,5.8,34,What the #$*! Do We (K)now!?,"['womandirector', 'parallelworld', 'alternatedimension']",['documentary'],en,['Lord of the Wind'],[],"['betsychasse', 'williamarntz']",[],[],[],womandirector parallelworld alternatedimension  betsychasse williamarntz documentary
3752,5000000,10.605752,15179302,88.0,4.4,203,The Last Exorcism Part II,['foundfootage'],"['thriller', 'horror']",en,"['StudioCanal', 'CBS Films']",[],['edgass-donnelly'],[],"['Ed Gass-Donnelly', 'Damien Chazelle']",[],foundfootage  edgass-donnelly thriller horror
3753,4000000,43.40352,44349000,164.0,7.5,1971,Boyhood,"['family', 'divorce', 'comingofage']",['drama'],en,"['IFC Films', 'Detour Filmproduction']",[],['richardlinklater'],"['Jonathan Sehring', 'John Sloss', 'Richard Linklater', 'Cathleen Sutherland']",['Richard Linklater'],['Sandra Adair'],family divorce comingofage  richardlinklater drama
3754,4000000,17.229537,31584901,96.0,6.4,420,Scoop,"['murder', 'daughter', 'magic']","['comedy', 'mystery']",en,"['BBC Films', 'Ingenious Film Partners', 'Ingenious Media', 'Perdido Prod.']",[],['woodyallen'],"['Jack Rollins', 'Nicky Kentish Barnes', 'Letty Aronson', 'Helen Robin', 'Gareth Wiley', 'Charles H. Joffe']",[],['Alisa Lepselter'],murder daughter magic  woodyallen comedy mystery
3755,7000000,2.453459,10229331,93.0,5.3,26,The Wash,"['duringcreditsstinger', 'sex', 'fight']","['comedy', 'action']",en,['Lionsgate'],[],['djpooh'],[],[],[],duringcreditsstinger sex fight  djpooh comedy action
3756,6000000,1.433692,9000000,82.0,5.9,15,3 Strikes,['sport'],"['comedy', 'action', 'romance']",en,[],[],['djpooh'],[],['DJ Pooh'],[],sport  djpooh comedy action romance
3757,32000000,9.976428,0,101.0,6.7,89,The Cooler,"['casino', 'badluck', 'jinx']","['drama', 'romance']",en,"['ContentFilm', 'Pierce/Williams Entertainment']",[],['waynekramer'],"['Michael A. Pierce', 'Sean Furst']",[],['Arthur Coburn'],casino badluck jinx  waynekramer drama romance
3758,4000000,2.930058,8200000,124.0,6.8,72,The Misfits,"['divorce', 'fallinginlove', 'decision']","['drama', 'action', 'romance']",en,"['United Artists', 'Seven Arts Productions']",[],['johnhuston'],['Frank E. Taylor'],[],['George Tomasini'],divorce fallinginlove decision  johnhuston drama action romance
3759,0,7.173059,0,91.0,5.5,57,The Night Listener,"['independentfilm', 'radiopresenter', 'radiostation']","['drama', 'thriller']",en,"['Miramax Films', 'IFC Films', 'Fortissimo Films']",[],['patrickstettner'],"['Jill Footlick', 'Robert Kessel', 'John Hart', 'Jeffrey Sharp']",[],['Andy Keir'],independentfilm radiopresenter radiostation  patrickstettner drama thriller
3760,0,1.735462,0,82.0,4.8,10,The Jerky Boys,"['newyork', 'gangster', 'telephonejoke']","['comedy', 'crime']",en,"['Caravan Pictures', 'Touchstone Pictures']",[],['jamesmelkonian'],[],[],[],newyork gangster telephonejoke  jamesmelkonian comedy crime
3761,0,29.071955,44000000,105.0,7.1,633,El orfanato,"['wife', 'schizophrenia', 'suppressedpast']","['drama', 'thriller', 'horror']",es,"['Wild Bunch', 'Telecinco', 'Telecinco Cinema', 'Televisió de Catalunya TV3', 'Esta Vivo! Laboratorio de Nuevos Talentos', 'Grupo Rodar', 'Rodar y Rodar Cine y Televisión', 'Warner Bros. Pictures de España']",[],['juanantoniobayona'],"['Joaquín Padró', 'Mar Targarona', 'Álvaro Augustín']",[],['Elena Ruiz'],wife schizophrenia suppressedpast  juanantoniobayona drama thriller horror
3762,0,18.428909,0,87.0,5.4,346,A Haunted House 2,['hauntedhouse'],"['comedy', 'horror']",en,"['Automatik Entertainment', 'Open Road Films']",[],['michaeltiddes'],[],"['Marlon Wayans', 'Rick Alvarez']",[],hauntedhouse  michaeltiddes comedy horror
3763,4000000,11.387335,0,110.0,6.3,168,The Rules of Attraction,"['independentfilm', 'lovetriangle', 'multiplestorylines']","['drama', 'comedy', 'romance']",en,['Kingsgate Films'],[],['rogeravary'],[],"['Bret Easton Ellis', 'Roger Avary']",[],independentfilm lovetriangle multiplestorylines  rogeravary drama comedy romance
3764,4000000,5.975604,6000000,143.0,6.1,77,Topaz,"['suspense', 'newyork', 'cia']","['drama', 'thriller', 'action']",en,['Universal Pictures'],[],['alfredhitchcock'],"['Herbert Coleman', 'Alfred Hitchcock']",[],['William H. Ziegler'],suspense newyork cia  alfredhitchcock drama thriller action
3765,4000000,4.59841,4630045,84.0,5.5,69,Let's Go to Prison,"['lossoffather', 'alcoholabuse', 'condom']","['comedy', 'crime']",en,['Universal Pictures'],[],['bobodenkirk'],"['Scott Lew', 'Marc Abraham', 'Betsy Danbury', 'Matt Berenson', 'Paul Young']",[],"['Eric L. Beason', 'Dennis Thorlaksen']",lossoffather alcoholabuse condom  bobodenkirk comedy crime
3766,4000000,22.87623,4300000,98.0,6.5,530,Four Rooms,"['womandirector', 'losangeles', 'witch']","['comedy', 'crime']",en,"['Miramax Films', 'A Band Apart']",[],"['allisonanders', 'alexandrerockwell', 'quentintarantino', 'robertrodriguez']",['Lawrence Bender'],"['Allison Anders', 'Alexandre Rockwell', 'Quentin Tarantino', 'Robert Rodriguez']","['Elena Maganini', 'Margaret Goodspeed', 'Robert Rodriguez', 'Sally Menke']",womandirector losangeles witch  allisonanders alexandrerockwell quentintarantino robertrodriguez comedy crime
3767,4000000,19.107285,9304609,104.0,6.7,376,Secretary,"['suicide', 'hospital', 'lawyer']","['drama', 'comedy', 'romance']",en,"['Slough Pond', 'double A Films']",[],['stevenshainberg'],"['Andrew Fierberg', 'Amy Hobby', 'Steven Shainberg']",[],['Pam Wise'],suicide hospital lawyer  stevenshainberg drama comedy romance
3768,0,0.456485,0,96.0,3.3,8,The Real Cancun,['independentfilm'],['documentary'],en,[],[],['rickdeoliveira'],[],[],[],independentfilm  rickdeoliveira documentary
3769,4000000,4.541908,3468572,110.0,6.7,46,Talk Radio,"['independentfilm', 'success', 'radiopresenter']",['drama'],en,"['Cineplex-Odeon Films', 'Ten-Four Productions']",[],['oliverstone'],"['A. Kitman Ho', 'Edward R. Pressman']",[],"['Joe Hutshing', 'David Brenner']",independentfilm success radiopresenter  oliverstone drama
3770,0,4.348416,0,84.0,7.3,63,Waiting for Guffman,"['independentfilm', 'mockumentary', 'inthecloset']","['comedy', 'music']",en,"['Sony Pictures Classics', 'Castle Rock Entertainment', 'Pale Morning Dun', 'All Night Productions']",[],['christopherguest'],[],"['Eugene Levy', 'Christopher Guest']",[],independentfilm mockumentary inthecloset  christopherguest comedy music
3771,0,3.347885,0,94.0,5.4,11,Love Stinks,"['behindthescenes', 'artimitateslife', 'planetarium']","['comedy', 'romance']",en,[],[],['jefffranklin'],[],[],[],behindthescenes artimitateslife planetarium  jefffranklin comedy romance
3772,4000000,6.091951,2426851,90.0,6.2,80,You Kill Me,"['newyork', 'serialkiller', 'alcoholic']","['comedy', 'thriller', 'romance']",en,"['Echo Lake Productions', 'Bi-polar Pictures', 'Code Entertainment', 'Independent Film Group', 'Carol Baum Productions', 'Dillinger Productions', 'Green Tulip Productions']",[],['johndahl'],"['Carol Baum', 'Howard Rosenman', 'Al Corley', 'Eugene Musso', 'Bart Rosenblatt', 'Mike Marcus']",[],['Scott Chestnut'],newyork serialkiller alcoholic  johndahl comedy thriller romance
3773,0,4.757625,1919197,96.0,6.1,67,Thumbsucker,"['independentfilm', 'highschool', 'family']","['drama', 'comedy']",en,"['Sony Pictures Classics', 'Bob Yari Productions']",[],['mikemills'],"['Anthony Bregman', 'Bob Stephenson']",[],"['Angus Wall', 'Haines Hall']",independentfilm highschool family  mikemills drama comedy
3774,4000000,12.062371,1104682,88.0,5.9,316,Red State,"['duringcreditsstinger', 'aftercreditsstinger', 'christian']","['thriller', 'action', 'horror']",en,"['The Harvey Boys', 'NVSH Productions', 'Phase 4 Films']",[],['kevinsmith'],['Jonathan Gordon'],[],['Kevin Smith'],duringcreditsstinger aftercreditsstinger christian  kevinsmith thriller action horror
3775,4000000,7.758188,866999,101.0,6.6,102,Mirrormask,"['dream', 'fantasy', 'fictionalplace']",['fantasy'],en,"['Destination Films', 'Jim Henson Company, The']",[],['davemckean'],[],"['Neil Gaiman', 'Dave McKean']",[],dream fantasy fictionalplace  davemckean fantasy
3776,4000000,12.781973,0,102.0,8.0,167,Samsara,"['fastmotionscene', 'sunset', 'aroundtheworld']","['drama', 'documentary']",en,['Magidson Films'],[],['ronfricke'],['Mark Magidson'],"['Ron Fricke', 'Mark Magidson']",[],fastmotionscene sunset aroundtheworld  ronfricke drama documentary
3777,0,1.631993,0,87.0,5.1,8,The Barbarians,"['dragon', 'barbarian']","['adventure', 'fantasy']",en,['Cannon Films'],[],['ruggerodeodato'],"['Menahem Golan', 'Yoram Globus']",['James R. Silke'],['Eugenio Alabiso'],dragon barbarian  ruggerodeodato adventure fantasy
3778,0,12.690224,1406224,83.0,6.5,415,The Art of Getting By,"['friendship', 'teenager', 'teenmovie']","['drama', 'romance']",en,"['Goldcrest Films International', 'Atlantic Pictures', 'Gigi Productions']",[],['gavinwiesen'],"['Gia Walsh', 'Kara Baker', 'Darren Goldberg', 'P. Jennifer Dana']",['Gavin Wiesen'],[],friendship teenager teenmovie  gavinwiesen drama romance
3779,0,8.516229,0,103.0,5.5,58,Zipper,['womandirector'],"['drama', 'thriller']",en,"['Protozoa Pictures', 'Cargo Entertainment', '33 Pictures']",[],['morastephens'],"['R. Bryan Wright', 'Amy Mitchell-Smith', 'Marina Grasic', 'Joel Viertel', 'Mark Heyman']","['Joel Viertel', 'Mora Stephens']","['Joel Viertel', 'Jessica Brunetto']",womandirector  morastephens drama thriller
3780,0,5.90259,0,99.0,6.5,25,Poolhall Junkies,"['independentfilm', 'hustler', 'pool']","['drama', 'comedy', 'thriller']",en,['Gold Circle Films'],[],['marscallahan'],[],"['Mars Callahan', 'Chris Corso']",[],independentfilm hustler pool  marscallahan drama comedy thriller
3781,4000000,2.866934,0,106.0,5.2,9,The Loss of Sexual Innocence,[],['drama'],en,"['Summit Entertainment', 'Newmarket Capital Group', 'Red Mullet Productions']",[],['mikefiggis'],"['Annie Stewart', 'Mike Figgis']",[],[],  mikefiggis drama
3782,0,9.140936,641100,115.0,6.9,228,Holy Motors,"['limousine', 'multipleidentities', 'penis']","['drama', 'fantasy']",en,"['Pandora Filmproduktion', 'Canal+']",[],['leoscarax'],"['Martine Marignac', 'Maurice Tinchant']",['Leos Carax'],[],limousine multipleidentities penis  leoscarax drama fantasy
3783,4000000,22.987897,2365467,118.0,6.5,338,Joe,"['murder', 'teenager', 'police']",['drama'],en,"['Worldview Entertainment', 'Muskat Filmed Properties', 'Dreambridge Films', 'Rough House Pictures']",[],['davidgordongreen'],"['Derrick Tseng', 'Christopher Woodrow', 'David Gordon Green', 'Lisa Muskat']",[],['Colin Patton'],murder teenager police  davidgordongreen drama
3784,3000000,1.204941,302204,109.0,7.0,23,Shooting Fish,"['love', 'londonengland', 'wedding']","['comedy', 'romance', 'crime']",en,"['Arts Council of England', 'National Lottery', 'Gruber Bros.', 'Tomboy Films', 'Winchester Multimedia PLC']",[],['stefanschwartz'],[],"['Richard Holmes', 'Stefan Schwartz']",[],love londonengland wedding  stefanschwartz comedy romance crime
3785,1300000,7.605291,354704,102.0,6.7,27,Prison,"['revenge', 'prison', 'prisoner']","['drama', 'thriller', 'crime']",en,['Empire Pictures'],[],['rennyharlin'],['Irwin Yablans'],[],['Andy Horvitch'],revenge prison prisoner  rennyharlin drama thriller crime
3786,1500000,2.855963,0,95.0,6.0,26,Psycho Beach Party,"['independentfilm', 'murder', 'revenge']",['comedy'],en,"['New Oz Productions', 'Red Horse Films']",[],['robertleeking'],[],['Charles Busch'],[],independentfilm murder revenge  robertleeking comedy
3787,0,0.502396,0,87.0,5.8,6,The Big Tease,"['hairdresser', 'hairstylist']","['comedy', 'foreign']",en,[],[],['kevinallen'],[],"['Sacha Gervasi', 'Craig Ferguson']",[],hairdresser hairstylist  kevinallen comedy foreign
3788,4000000,1.771584,0,119.0,8.1,18,"Guten Tag, Ramón","['germany', 'mexican']",['drama'],en,"['Eficine 226', 'Beanca Films', 'Fondo de Inversión y Estímulos al Cine (FIDECINE)', 'MPN Cologne Film 3']",[],['jorgeramírezsuárez'],[],[],"['Jorge Ramírez Suárez', 'Sam Baixauli', 'Sonia Sanchez']",germany mexican  jorgeramírezsuárez drama
3789,9500000,21.230737,120000,104.0,6.6,307,Trust,"['independentfilm', 'duringcreditsstinger', 'bestfriend']","['drama', 'thriller', 'crime']",en,"['Nu Image Films', 'Millennium Films', 'Dark Harbor Stories']",[],['davidschwimmer'],"['Tom Hodges', 'Heidi Jo Markel', 'Dana Golomb', 'Robert Greenhut', 'David Schwimmer', 'Ed Cathell III']","['Andy Bellin', 'Robert Festinger']",['Douglas Crise'],independentfilm duringcreditsstinger bestfriend  davidschwimmer drama thriller crime
3790,0,0.068246,0,103.0,6.0,1,An Everlasting Piece,"['scalper', 'toupee']","['comedy', 'crime']",en,"['Columbia Pictures', 'DreamWorks SKG', 'Baltimore Spring Creek Productions', 'Bayahibe Films Ltd.']",[],['barrylevinson'],[],['Barry McEvoy'],[],scalper toupee  barrylevinson comedy crime
3791,0,0.541652,0,93.0,4.5,2,Among Giants,"['love', 'friends', 'yorkshire']","['comedy', 'romance']",en,"['Arts Council of England', 'British Broadcasting Corporation (BBC)', 'British Screen Productions']",[],['sammiller'],[],[],[],love friends yorkshire  sammiller comedy romance
3792,16000000,18.790221,318982,100.0,6.1,291,Adore,"['womandirector', 'lovers']",['drama'],en,"['Gaumont', 'Ciné@', 'Canal+', 'Screen Australia', 'Screen NSW', 'France Télévisions', 'France 2 Cinéma', 'Hopscotch Features', 'Mon Voisin Productions']",[],['annefontaine'],"['Michel Feller', 'Barbara Gibbs', 'Andrew Mason', 'Philippe Carcassonne']",[],"['Ceinwen Berry', 'Luc Barnier']",womandirector lovers  annefontaine drama
3793,4000000,0.409089,0,100.0,4.2,5,The Velocity of Gary,[],"['drama', 'romance']",en,"['Ventanarosa Productions', 'Cineville', 'Columbia TriStar Home Video', 'Dan Lupovitz Productions']",[],['danireland'],[],[],[],  danireland drama romance
3794,4000000,3.663108,146402,113.0,7.1,36,Los lunes al sol,"['friends', 'ship', 'bar']",['drama'],es,"['Vía Digital', 'Eurimages', 'Continental Producciones', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Televisión de Galicia (TVG) S.A.', 'Antena 3 Televisión', 'Sogepaq', 'Elías Querejeta Producciones Cinematográficas S.L.', 'Mediapro', 'Quo Vadis Cinéma', 'Eyescreen S.r.l.']",[],['fernandoleóndearanoa'],"['Andrea Occhipinti', 'Jérôme Vidal', 'Elías Querejeta', 'Jaume Roures']",[],['Nacho Ruiz Capillas'],friends ship bar  fernandoleóndearanoa drama
3795,650000,12.496261,33245,98.0,6.2,285,Stake Land,"['vampire', 'malenudity', 'canada']","['drama', 'thriller', 'action']",en,"['Glass Eye Pix', 'Belladonna Productions', 'Off Hollywood Pictures']",[],['jimmickle'],"['Adam Folk', 'Derek Curl', 'Brent Kunkle', 'Peter Phok', 'Larry Fessenden']",[],[],vampire malenudity canada  jimmickle drama thriller action
3796,0,0.596889,0,92.0,6.7,7,The Last Time I Committed Suicide,['independentfilm'],['drama'],en,"['Tapestry Films', 'The Kushner-Locke Company', 'Bates Entertainment']",[],['stephent.kay'],[],[],[],independentfilm  stephent.kay drama
3797,0,2.611364,0,106.0,6.4,31,Praia do Futuro,"['nudity', 'gay', 'travel']",['drama'],pt,"['Coração da Selva', 'Hank Levine Film', 'Detailfilm', 'Watchmen Productions']",[],['karimaïnouz'],"['Hank Levine', 'Geórgia Costa Araújo']","['Felipe Bragança', 'Karim Aïnouz', 'Marco Dutra']",['Isabela Monteiro de Castro'],nudity gay travel  karimaïnouz drama
3798,4000000,3.238466,355688,119.0,6.2,37,Another Happy Day,[],"['drama', 'comedy']",en,['Filmula'],[],['samlevinson'],"['Pamela Lynn Fielder', 'Todd Traina']",['Sam Levinson'],[],  samlevinson drama comedy
3799,4000000,8.30723,25345000,99.0,6.2,157,A Lonely Place to Die,"['nudity', 'kidnapping', 'torture']","['thriller', 'action', 'adventure']",en,"['Carnaby International', 'Molinare Studios', 'Eigerwand Pictures']",[],['juliangilbey'],['Michael Loveday'],"['Julian Gilbey', 'Will Gilbey']",[],nudity kidnapping torture  juliangilbey thriller action adventure
3800,0,3.408955,0,90.0,5.8,38,Nothing,"['independentfilm', 'bestfriend', 'cowardliness']","['comedy', 'sciencefiction', 'fantasy']",en,[],[],['vincenzonatali'],['Steven Hoban'],['Vincenzo Natali'],['Michele Conroy'],independentfilm bestfriend cowardliness  vincenzonatali comedy sciencefiction fantasy
3801,0,1.876621,4037782,120.0,7.3,23,Географ глобус пропил,"['friendship', 'daughter', 'adultery']",['drama'],ru,['Marmot-film'],[],['aleksandrveledinskiy'],[],['Rauf Kubayev'],[],friendship daughter adultery  aleksandrveledinskiy drama
3802,0,1.807571,0,142.0,7.1,20,1776,"['musical', 'usa', 'congress']","['drama', 'comedy', 'history']",en,['Columbia Pictures Corporation'],[],['peterh.hunt'],[],[],[],musical usa congress  peterh.hunt drama comedy history
3803,0,6.783053,0,93.0,5.2,13,Inescapable,['womandirector'],"['thriller', 'romance']",en,"['IFC Films', 'Myriad Pictures', 'Alliance Films']",[],['rubanadda'],[],[],[],womandirector  rubanadda thriller romance
3804,3950000,8.484123,8000000,127.0,6.1,19,Hell's Angels,"['worldwari', 'dogfight', 'zeppelin']","['drama', 'action', 'history']",en,['The Caddo Company'],[],"['howardhughes', 'jameswhale', 'edmundgoulding']",[],"['Harry Behn', 'Howard Estabrook']",[],worldwari dogfight zeppelin  howardhughes jameswhale edmundgoulding drama action history
3805,4000000,0.936232,0,103.0,5.7,9,Purple Violets,['independentfilm'],"['drama', 'comedy', 'romance']",en,[],[],['edwardburns'],"['Aaron Lubin', 'Margot Bridger', 'Edward Burns', 'Pamela Schein Murphy', 'Nicole Marra']",['Edward Burns'],['Thom Zimny'],independentfilm  edwardburns drama comedy romance
3806,4000000,12.822534,0,93.0,4.5,118,The Veil,['cult'],['horror'],en,['Blumhouse Productions'],[],['philjoanou'],"['Ben Garant', 'Jason Blum']",[],['Paul Norling'],cult  philjoanou horror
3807,0,4.989985,0,84.0,6.6,207,The Loved Ones,"['revenge', 'teenager', 'highschool']",['horror'],en,"['Omnilab Media', 'Ambience Entertainment', 'Screen Australia', 'Film Victoria']",[],['seanbyrne'],"['Michael Boughen', 'Mark Lazarus']",['Sean Byrne'],[],revenge teenager highschool  seanbyrne horror
3808,4000000,1.390659,0,78.0,4.1,8,The Helpers,[],['horror'],en,['Brian Barrett Pictures'],[],['chrisstokes'],[],[],[],  chrisstokes horror
3809,4000000,1.923514,0,0.0,5.2,20,How to Fall in Love,[],"['comedy', 'romance', 'tvmovie']",en,"['Annuit Coeptis Entertainment Inc.', 'Annuit Coeptis Entertainment II']",[],['markgriffiths'],[],['Bart Fisher'],[],  markgriffiths comedy romance tvmovie
